Title,Company,Location,Salary Min,Salary Max,Category,Description,URL,Salary Avg,Is Remote
Data Analyst,Hometree,"London, UK",53943.72,53943.72,IT Jobs,"Salary: £45,000 - £60,000 pa depending on experience. Role type: Permanent, Full time. Location: Hybrid, with the expectations to come into the office twice a week. Reporting to: Head of Business Intelligence About Hometree Join Hometree Group and be at the forefront of transforming the residential energy landscape. Founded in 2015, Hometree began its journey in the home cover market. Today, We are spearheading the shift towards a future where home energy systems are decentralised, digitised, a…",https://www.adzuna.co.uk/jobs/details/5152776402?utm_medium=api&utm_source=335654ca,53943.72,False
Data Analyst,Alastair LLP,"London, UK",46076.05,46076.05,Accounting & Finance Jobs,"Do you want to tackle the biggest questions in finance with near infinite compute power at your fingertips? G-Research is a leading quantitative research and technology firm, with offices in London and Dallas. We are proud to employ some of the best people in their field and to nurture their talent in a dynamic, flexible and highly stimulating culture where world-beating ideas are cultivated and rewarded. This role is based in our new Soho Place office – opened in 2023 - in the heart of Central…",https://www.adzuna.co.uk/jobs/details/4965494722?utm_medium=api&utm_source=335654ca,46076.05,False
data analyst,Lorien,"London, UK",57200.89,57200.89,IT Jobs,"We are looking for a skilled Data Engineer with expertise in SQL Server, Teradata and Snowflake to join our team. The role involves designing, developing, and maintaining ETL processes to transfer data from source systems into Snowflake, Teradata and SQL Server. You will optimize database performance and work on creating scalable data pipelines for large datasets. Collaboration with data scientists, analysts, and business teams is essential for defining and implementing data strategies. Strong …",https://www.adzuna.co.uk/jobs/details/5121584106?utm_medium=api&utm_source=335654ca,57200.89,False
Data Analyst,NHS Counter Fraud Authority,"Canary Wharf, East London",29970.0,36483.0,IT Jobs,"Job summary The NHS Counter Fraud Authority is the national body responsible for all matters relating to the prevention, detection and investigation of economic crime across the NHS. Further information about our work and annual plan for delivering this is available on our website. Our new team are embarking on a piece of work to monitor data to identify and respond to patterns indicative of potential fraud. This will support our current work that reduces the likelihood of fraud occurring. We w…",https://www.adzuna.co.uk/jobs/details/5118385338?utm_medium=api&utm_source=335654ca,33226.5,False
Data Analyst,Betway Group,"Camden Town, North West London",35470.46,35470.46,IT Jobs,"On average it takes 5 minutes to apply for this role. Kick-start your career in the online gaming world and experience the very latest in technology and innovation. Do you see yourself as one of those “out-of-the-box thinkers”, “Technical masterminds”, “Outstanding creatives”, or “Mind-boggling number crunchers”? If so, we want to welcome you to the Betway family and celebrate what makes you unique Our global customer base is exploding and we need your skills to support us on this exciting jour…",https://www.adzuna.co.uk/jobs/details/5067166045?utm_medium=api&utm_source=335654ca,35470.46,False
Data Analyst,Lockton,"London, UK",30990.1,30990.1,Accounting & Finance Jobs,"Your Responsibilities Our People Solutions team are looking for bright, enthusiastic and articulate candidates keen to gain experience and start their career in a dynamic and fast-paced environment. Drive and attention to detail essential. The successful candidates will be working closely with other analysts to learn the role and to support on the day-to-day needs. You will be provided with structured and ‘on-the-job’ training, support with professional qualifications. Manage, cleanse, and inte…",https://www.adzuna.co.uk/jobs/details/5119695510?utm_medium=api&utm_source=335654ca,30990.1,False
Data Analyst,RAPP,"London, UK",42890.79,42890.79,"PR, Advertising & Marketing Jobs","WHO WE ARE We are RAPP – world leaders in activating growth with precision and empathy at scale. As a global, next-generation precision marketing agency we leverage data, creativity, technology, and empathy to foster client growth. We champion individuality in the marketing solutions we create, and in our workplace. We fight for solutions that adapt to the individual’s needs, beliefs, behaviours, and aspirations. We foster an inclusive workplace that values diversity and emphasises personal wel…",https://www.adzuna.co.uk/jobs/details/4976724705?utm_medium=api&utm_source=335654ca,42890.79,False
Data Analyst,Exponential-e,"London, UK",31379.09,31379.09,Other/General Jobs,"Exponential-e Want to be part of a leading British-owned tech company? Established in 2002, we are achieving year on year revenue growth and reinvesting 95% of our profits back into our people and technology. Your new role: Collect, analyse, and interpret revenue operations data to identify trends and opportunities for revenue growth Working with the systems team, develop and maintain dashboards and reports to provide actionable insights for leadership and revenue teams Support revenue forecast…",https://www.adzuna.co.uk/jobs/details/5133711631?utm_medium=api&utm_source=335654ca,31379.09,False
Data Analyst,Howden,"London, UK",28154.34,28154.34,Accounting & Finance Jobs,"Who are we? Howden is a collective – a group of talented and passionate people all around the world. Together, we have pushed the boundaries of insurance. We are united by a shared passion and no-limits mind-set, and our strength lies in our ability to collaborate as a powerful international team comprised of 15,000 employees spanning over 100 countries. Our people are our biggest asset as well as our largest shareholder group and are everything that makes us unique; our inclusive culture, the …",https://www.adzuna.co.uk/jobs/details/5072317000?utm_medium=api&utm_source=335654ca,28154.34,False
Data Analyst,BlackBear,"London, UK",43309.3,43309.3,IT Jobs,"Description Position at Fortis Solutions Group DO NOT APPLY THIS IS A TEST JOB POSTING SIXT is in the middle of a transition from a car rental company to one of the world’s leading mobility providers. With our ONE app, we have successfully expanded our traditional rental business to unified mobility offering including car sharing and ride-hailing. Based on our in-house IoT telematics platform SIXT ConCar, we are currently enhancing our fully digital, premium self-service customer experience. W…",https://www.adzuna.co.uk/jobs/details/5088965595?utm_medium=api&utm_source=335654ca,43309.3,False
Junior Data Analyst,La Fosse Associates,"Farringdon, Central London",28000.0,35000.0,IT Jobs,"Junior Data Analyst Farringdon, London (Hybrid) Salary: £28,000 - £33,000 per annum My client is a leading media agency specialising in the property and travel industries, seeking a Junior Data Analyst to join their dynamic team. This is a fantastic opportunity for a detail-oriented individual to support the data team in driving data-driven marketing strategies. The ideal candidate will have around a year of industry experience and a strong desire to learn and grow in a collaborative, employee-…",https://www.adzuna.co.uk/jobs/details/5108884560?utm_medium=api&utm_source=335654ca,31500.0,False
Senior Data Analyst,Prevail,"London, UK",55000.0,65000.0,IT Jobs,"We are seeking a highly skilled Senior Data Analyst to join our team. Reporting into the Data Delivery Lead, you will be analysing and interpreting data from a variety of sources, to support our clients decision-making processes. The Data team within Prevail underpins all our mission focused teams. No two days are the same, and the real-world problems that we seek to solve are complicated. Our ideal candidate will have exceptional analytical skills, with the ability to navigate through complex …",https://www.adzuna.co.uk/jobs/details/4930169287?utm_medium=api&utm_source=335654ca,60000.0,False
Junior Data Analyst,e-Careers Limited,"Bishopsgate, Central London",27000.0,35000.0,IT Jobs,"Are you looking to start a career in data analysis but don’t have prior experience? Join our team as a Data Analyst, and we will provide all the support and mentoring you need to succeed in this exciting field. This role is perfect for someone analytical, curious, and eager to learn, with a passion for working with data. As a Data Analyst, you will work alongside experienced professionals and gain hands-on experience in data processing, analysis, and visualisation. We’re committed to your devel…",https://www.adzuna.co.uk/jobs/details/4956763791?utm_medium=api&utm_source=335654ca,31000.0,False
Senior Data Analyst,Plum Fintech,"London, UK",50418.89,50418.89,IT Jobs,"Hey We’re Plum , your smart saving and investing app on a mission to help grow money for life. Whether you’re stashing the cash for tea and toast in your first home or catching some rays during retirement, Plum’s got your back. Since 2016, over 2 million people in 10 European markets have set aside more than £2 billion with our clever automation and AI – that’s the magic of Plum As recognition for our work, we’ve received awards from the likes of Deloitte, Finder, and more. That’s all down to o…",https://www.adzuna.co.uk/jobs/details/5137529259?utm_medium=api&utm_source=335654ca,50418.89,False
"Data Analyst, UK",Viber,"Bankside, South East London",59398.45,59398.45,IT Jobs,"Rakuten Viber is one of the most popular and downloaded apps in the world. Working with us provides a unique opportunity to influence hundreds of millions of our users and to be part of the journey that makes us a super-app. Our mission is to make people’s lives easier by enabling meaningful connections, from precious moments with family and friends, through managing business relationships to pursuing their passions. Our Data Analyst team provides insights on how millions of users interact with…",https://www.adzuna.co.uk/jobs/details/5105427482?utm_medium=api&utm_source=335654ca,59398.45,False
Business Data Analyst,Ometria,"London, UK",40161.73,40161.73,IT Jobs,"Ometria is a Customer Data and Experience Platform built for retail marketers to be the fastest route to sustainable growth. Ometria helps marketers plan and launch their most profitable campaigns twice as fast, increasing their customer loyalty and CRM revenue with personalised marketing messages all throughout the customer journey. Our platform combines the data unification and customer insight of a CDP with an experience platform, letting retail marketers easily and efficiently create experi…",https://www.adzuna.co.uk/jobs/details/5109131717?utm_medium=api&utm_source=335654ca,40161.73,False
Junior Data Analyst,Pion,"London, UK",34495.55,34495.55,IT Jobs,"A little bit about us… We make life more affordable. Pion produces award-winning technology for the biggest retailers on the planet, connecting them with the youth market. We’re always innovating and driving our SHARP values to offer new solutions that satisfy our consumers, drive ROI for our clients and create an empowering workplace for our employees. Equity, Diversity & Inclusion at Pion At Pion, inclusivity, diversity, and respect are at our core. We value accountability and are fully trans…",https://www.adzuna.co.uk/jobs/details/5121571316?utm_medium=api&utm_source=335654ca,34495.55,False
Media Data Analyst,DMS,"London, UK",41383.64,41383.64,IT Jobs,"We are looking for an experienced, client-focused Data Analyst with a strong analytical background and excellent client-facing communication skills. In this role, you will work closely with major film studios to deliver comprehensive data insights that inform strategic decision-making. While social media data will be a key focus, the ideal candidate will have the ability to integrate and analyse data from multiple sources to provide a holistic view of performance. This role is perfect for someo…",https://www.adzuna.co.uk/jobs/details/5109131708?utm_medium=api&utm_source=335654ca,41383.64,False
Senior Data Analyst,Department for International Trade,"London, UK",46338.42,46338.42,IT Jobs,"Details Reference number 397967 Salary £55,836 - £62,823 London: £59,450 to £66,338/ National: £55,836 - £62,823 (including allowance) GBP Job grade Grade 7 Contract type Permanent Business area DBT - CS - Digital, Data and Technology Type of role Analytical Digital Information Technology Other Working pattern Flexible working, Full-time, Part-time Number of jobs available 1 Contents Location About the job Benefits Things you need to know Apply and further information Location Belfast, Birmingh…",https://www.adzuna.co.uk/jobs/details/5107899209?utm_medium=api&utm_source=335654ca,46338.42,False
Principal Data Analyst,UK Health Security Agency,"London, UK",56875.71,56875.71,IT Jobs,"Details Reference number 397497 Salary £54,416 - £68,344 Per year, Pro rata A Civil Service Pension with an employer contribution of 28.97% GBP Job grade Grade 7 Contract type Permanent Business area Digital & Data Directorate Type of role Analytical Working pattern Flexible working, Full-time, Job share, Part-time Number of jobs available 1 Contents Location About the job Benefits Things you need to know Apply and further information Location (Core HQs) Birmingham, Leeds, Liverpool, London – C…",https://www.adzuna.co.uk/jobs/details/5107899237?utm_medium=api&utm_source=335654ca,56875.71,False
Senior Data Analyst,Togather,"London, UK",57509.17,57509.17,IT Jobs,"Togather started life as Feast It, in 2017, as a booking platform for people to book street food caterers for their birthday parties and weddings. Since then, we have grown to become the UK’s biggest events platform as Togather for food, drink, venues, photographers and so much more. We’re here to help people make amazing memories on some of the biggest and best days of their lives. Whether they’re planning the whole-company summer party, hosting an epic dinner party, or running an entire festi…",https://www.adzuna.co.uk/jobs/details/5104894996?utm_medium=api&utm_source=335654ca,57509.17,False
Reconciliations Data Analyst,Railsr,"Broadgate, Central London",49862.77,49862.77,Accounting & Finance Jobs,"Reconciliations Data Analyst About Railsr Railsr is a leading embedded finance experience platform that enables any business to prototype, build and scale financial products. Our vision is to make finance an amazing experience for consumers and companies globally, working alongside brands and fintechs to power innovation. This is an exciting space and Railsr had one of the first digitally-native products in the FinTech platform space. Following a period of rapid growth, Railsr continues to deve…",https://www.adzuna.co.uk/jobs/details/5107639810?utm_medium=api&utm_source=335654ca,49862.77,False
Reward & Data Analyst,Lewis Silkin,"London, UK",47283.11,47283.11,Consultancy Jobs,"The firm Successful businesses rely on a unique set of ideas and people . We help our clients protect and develop those vital assets, unlocking possibilities for future success. From iconic brands and leading multinationals to pioneering start-ups, we are proud to work with a huge range of inspiring clients, helping them to turning their ideas into reality and getting the best from - and for - their people. Our people are not only exceptional at what they do, they also enjoy doing it and consis…",https://www.adzuna.co.uk/jobs/details/5143981914?utm_medium=api&utm_source=335654ca,47283.11,False
Senior Data Analyst,Premier Group Recruitment,"Fitzrovia, West London",39162.23,39162.23,Hospitality & Catering Jobs,"Job Description For more information about this role please apply, or email Thomas Coombs on tcoombspgrec.co.uk who will be able to provide more details on the opportunity. Many thanks, Premier Group",https://www.adzuna.co.uk/jobs/details/5131136084?utm_medium=api&utm_source=335654ca,39162.23,False
Investments Data Analyst,LegalAndGeneral,"London, UK",46102.86,46102.86,IT Jobs,"Job Description This role will be focused on analysis, tasked with the capture and decomposition of front office business requirements into data solutions and build stories. This will involve working with multiple Investments stakeholders to understand data challenges, and guiding engineering teams towards data designs that are scalable, repeatable, and sustainable. What you'll be doing: Working with our internal Investments stakeholders, Technology and the Business Change teams to gather requi…",https://www.adzuna.co.uk/jobs/details/5150856921?utm_medium=api&utm_source=335654ca,46102.86,False
Data Analyst Trainee,ITOL Recruitment,"Kingston Upon Thames, South West London",30000.0,50000.0,IT Jobs,"Are you looking to benefit from a new career in Data Analysis? If you are detail orientated, perceptive, organised, competent, analytical and can communicate well with those around you; you could have a truly rewarding future as a Data Analyst We do this using our specialised Data Analyst career programme which looks to assist and place qualified candidates into a career pathway in Data Analysis. Please note this career program is designed for entry level individuals with limited or no experien…",https://www.adzuna.co.uk/jobs/details/5120297379?utm_medium=api&utm_source=335654ca,40000.0,False
Data Analyst Trainee,ITOL Recruitment,"Bromley, South East London",30000.0,50000.0,IT Jobs,"Are you looking to benefit from a new career in Data Analysis? If you are detail orientated, perceptive, organised, competent, analytical and can communicate well with those around you; you could have a truly rewarding future as a Data Analyst We do this using our specialised Data Analyst career programme which looks to assist and place qualified candidates into a career pathway in Data Analysis. Please note this career program is designed for entry level individuals with limited or no experien…",https://www.adzuna.co.uk/jobs/details/5122858267?utm_medium=api&utm_source=335654ca,40000.0,False
Data Analyst Trainee,ITOL Recruitment,"Heathrow, Hounslow",30000.0,50000.0,IT Jobs,"Are you looking to benefit from a new career in Data Analysis? If you are detail orientated, perceptive, organised, competent, analytical and can communicate well with those around you; you could have a truly rewarding future as a Data Analyst We do this using our specialised Data Analyst career programme which looks to assist and place qualified candidates into a career pathway in Data Analysis. Please note this career program is designed for entry level individuals with limited or no experien…",https://www.adzuna.co.uk/jobs/details/5108909563?utm_medium=api&utm_source=335654ca,40000.0,False
Data Analyst Trainee,ITOL Recruitment,"London, UK",30000.0,50000.0,IT Jobs,"Are you looking to benefit from a new career in Data Analysis? If you are detail orientated, perceptive, organised, competent, analytical and can communicate well with those around you; you could have a truly rewarding future as a Data Analyst We do this using our specialised Data Analyst career programme which looks to assist and place qualified candidates into a career pathway in Data Analysis. Please note this career program is designed for entry level individuals with limited or no experien…",https://www.adzuna.co.uk/jobs/details/5126458499?utm_medium=api&utm_source=335654ca,40000.0,False
Trainee Data Analyst,ITOL Recruitment,"Croydon, London",30000.0,50000.0,IT Jobs,"Are you looking to benefit from a new career in Data Analysis? If you are detail orientated, perceptive, organised, competent, analytical and can communicate well with those around you; you could have a truly rewarding future as a Data Analyst We do this using our specialised Data Analyst career programme which looks to assist and place qualified candidates into a career pathway in Data Analysis. Please note this career program is designed for entry level individuals with limited or no experien…",https://www.adzuna.co.uk/jobs/details/5138938104?utm_medium=api&utm_source=335654ca,40000.0,False
Data Analyst Trainee,ITOL Recruitment,"Uxbridge, London",30000.0,50000.0,IT Jobs,"Are you looking to benefit from a new career in Data Analysis? If you are detail orientated, perceptive, organised, competent, analytical and can communicate well with those around you; you could have a truly rewarding future as a Data Analyst We do this using our specialised Data Analyst career programme which looks to assist and place qualified candidates into a career pathway in Data Analysis. Please note this career program is designed for entry level individuals with limited or no experien…",https://www.adzuna.co.uk/jobs/details/5144689441?utm_medium=api&utm_source=335654ca,40000.0,False
Data Analyst Trainee,ITOL Recruitment,"Harrow, London",30000.0,50000.0,IT Jobs,"Are you looking to benefit from a new career in Data Analysis? If you are detail orientated, perceptive, organised, competent, analytical and can communicate well with those around you; you could have a truly rewarding future as a Data Analyst We do this using our specialised Data Analyst career programme which looks to assist and place qualified candidates into a career pathway in Data Analysis. Please note this career program is designed for entry level individuals with limited or no experien…",https://www.adzuna.co.uk/jobs/details/5149745444?utm_medium=api&utm_source=335654ca,40000.0,False
Senior Data Analyst,N Consulting Ltd,"The City, Central London",53256.87,53256.87,IT Jobs,"Looking for Senior Data Analyst Location: London, UK Is it Onsite/Remote/Hybrid: Hybrid Role: Senior Data Analyst Job Description : Overall 10 years of experience in working as data analyst within investment banking/ insurance. Familiar with Bloomberg / Statestreet data feeds Experience in understanding the functions and the data elements within Pension, Home insurance, Pet insurance Experience in drafting the reporting requirements with business stakeholders. Should have Experience in BFSI Dom…",https://www.adzuna.co.uk/jobs/details/5091724434?utm_medium=api&utm_source=335654ca,53256.87,True
Lead Data Analyst,Harnham - Data & Analytics Recruitment,"London, UK",70000.0,80000.0,IT Jobs,"LEAD DATA ANALYST - LONDON UP TO £80,000 THE COMPANY We are supporting a high-growth agency within the sports industry on a key lead-level analyst hire. THE ROLE The successful Lead Data Analyst responsibilities will include: Conduct audits of company data environments, identifying gaps and opportunities for improvement Develop and maintain dashboards and reports to monitor key business metrics and KPIs Lead the creation of bespoke analytics projects such as ticket pricing models, RFM segmentat…",https://www.adzuna.co.uk/jobs/details/5109288928?utm_medium=api&utm_source=335654ca,75000.0,False
Senior Data Analyst,ADLIB,"London, UK",143000.0,156000.0,IT Jobs,"Senior Data Analyst. Up to £600 p/day – “Outside IR35”. 3 Months Initial – Hybrid (London). 3 Month initial contract opportunity for a Senior Data Analyst, with dbt, Snowflake & Looker experience – ideally you will also have experience with Python for statistical analysis. What you’ll be doing Working between your home office & their offices in London – The project involves analytics, modelling and data visualisation. What experience you’ll need to apply for this role Data Analyst (Senior). dbt…",https://www.adzuna.co.uk/jobs/details/5122854112?utm_medium=api&utm_source=335654ca,149500.0,False
Senior Data Analyst,ADLIB Recruitment,"London, UK",143000.0,156000.0,IT Jobs,"Senior Data Analyst. Up to £600 p/day Outside IR35. 3 Months Initial Hybrid (London). 3 Month initial contract opportunity for a Senior Data Analyst, with dbt, Snowflake & Looker experience ideally you will also have experience with Python for statistical analysis. What youll be doing Working between your home office & their offices in London The project involves analytics, modelling and data visualisation. What experience youll need to apply for this role Data Analyst (Senior). dbt, Snowflake …",https://www.adzuna.co.uk/jobs/details/5123698493?utm_medium=api&utm_source=335654ca,149500.0,False
PIM Data Analyst,OSS,"Green Street Green, Orpington",40000.0,45000.0,IT Jobs,"PMI Data Analyst Our client, one of the UK’s leading retail businesses demonstrating consistent, profitable growth and an on-going planned expansion are seeking a PMI Data Analyst to lead the implementation of a new PMI system and subsequently manage the day to day running of the system to ensure that the buying team are able to fully optimise system usage. Import product details from current formats into the new system. Utilise the system to identify discrepancies, errors, or contradictions …",https://www.adzuna.co.uk/jobs/details/5138008053?utm_medium=api&utm_source=335654ca,42500.0,False
Data Analyst - Charity,Understanding Recruitment,"London, UK",35000.0,35000.0,IT Jobs,"Data Analyst - Hertfordshire - Charity Our client, a leading charity dedicated to creating positive change in our community, is seeking an experienced Data Analyst to join their growing team. In this pivotal role, you will be responsible for developing and delivering insightful reports and dashboards that empower the organization to make more informed decisions and achieve their strategic objectives. As the new Data Analyst, you will be a key member of the data and insights function, working cl…",https://www.adzuna.co.uk/jobs/details/5139746358?utm_medium=api&utm_source=335654ca,35000.0,False
Trainee Data Analyst,Elite Hiring Ltd T/A Elite Hiring Solution,"The City, Central London",30000.0,30000.0,IT Jobs,"Our client is a leading IT solutions provider, dedicated to harnessing the power of data to drive innovation and operational efficiency. Known for their cutting-edge technology solutions and data-driven strategies, they are now seeking an enthusiastic Trainee Data Analyst to join their vibrant team. Job Description: As a Trainee Data Analyst, you will embark on a journey to understand the intricacies of data analysis within the tech industry. You will work closely with senior data analysts and …",https://www.adzuna.co.uk/jobs/details/5123698325?utm_medium=api&utm_source=335654ca,30000.0,False
Data Analyst Customer,Harnham - Data & Analytics Recruitment,"London, UK",35000.0,41500.0,IT Jobs,"Data Analyst - Sports Organization - £41,500 Bonus - 3 Days in Office (London) Are you passionate about data and insights? We're looking for a skilled Data Analyst to join a dynamic team within a leading sports organization. This role offers a great opportunity to work on diverse customer analytics projects, with a focus on segmentation, churn, and retention from membership and event data. Key Responsibilities: Analyze customer data from membership and event sources, including segmentation, la…",https://www.adzuna.co.uk/jobs/details/5128131174?utm_medium=api&utm_source=335654ca,38250.0,False
Data Analyst Marketing,Harnham - Data & Analytics Recruitment,"London, UK",75000.0,86000.0,IT Jobs,"Data Analyst - Telematics App Location: London Salary: £77,500 - £86,000 Are you a versatile Data Analyst ready to make an impact in the fast-paced world of FinTech? Join a rapidly growing company where you'll help users compare financial products such as credit cards, loans, and car finance, while also contributing to the growth of an innovative telematics app. Role Overview: As a Data Analyst for a telematics driving app, you will be part of an exciting, fast-growing product that helps custom…",https://www.adzuna.co.uk/jobs/details/5114556465?utm_medium=api&utm_source=335654ca,80500.0,False
Marketing Data Analyst,Verisure,"South West London, London",36030.42,36030.42,"PR, Advertising & Marketing Jobs","MARKETING DATA ANALYST Verisure are looking for a Marketing Data Analyst reporting to the Marketing Director/ BI Director . This person will be responsible for data analytics (internal and external), creating analyses, dashboards, and reports to assist in measuring and optimising marketing performance. MARKETING DATA ANALYST - JD Verisure are looking for a Marketing Data Analyst reporting to the Marketing Director/ BI Director . This person will be responsible for data analytics (internal and e…",https://www.adzuna.co.uk/jobs/details/5148224459?utm_medium=api&utm_source=335654ca,36030.42,False
Business Data Analyst,Robert Half,"London, UK",62003.05,62003.05,IT Jobs,"Robert Half Technology are assisting a rapidly growing SaaS organisation to recruit a Business Data Analyst on a contract basis. Hybrid working - London based - Outside IR35 Role The Business Data Analyst will translate business requirements into data solutions, dashboards, and actionable insights. Design, develop, and maintain Power BI dashboards and reports to monitor business performance and KPIs. Write and optimise SQL queries to extract and manipulate data across various sources. Leverage …",https://www.adzuna.co.uk/jobs/details/5133067518?utm_medium=api&utm_source=335654ca,62003.05,False
Data Analyst Audit,Pontoon,"London, UK",57579.96,57579.96,Accounting & Finance Jobs,Tittle: Data Analyst (Audit) Contract Type: Fixed Term Contract Contract Length: Till 30/04/2026 Location: London (3 days a week onsite) Daily Rate: £600/Day Working pattern: Fulltime Are you ready to make an impact in the Financial Services industry? Our client is on the lookout for four passionate and skilled Data Analysts (Audit) to join their dynamic Internal Audit Department. This is your chance to contribute to a forward-thinking team that values data-driven decision-making and continuous…,https://www.adzuna.co.uk/jobs/details/5114566972?utm_medium=api&utm_source=335654ca,57579.96,False
Data Analyst (Audit),Pontoon,"Farringdon, Central London",58580.27,58580.27,Accounting & Finance Jobs,Tittle: Data Analyst (Audit) Contract Type: Fixed Term Contract Contract Length: Till 30/04/2026 Location: London (3 days a week onsite) Daily Rate: £600/Day Working pattern: Fulltime Are you ready to make an impact in the Financial Services industry? Our client is on the lookout for four passionate and skilled Data Analysts (Audit) to join their dynamic Internal Audit Department. This is your chance to contribute to a forward-thinking team that values data-driven decision-making and continuous…,https://www.adzuna.co.uk/jobs/details/5114495624?utm_medium=api&utm_source=335654ca,58580.27,False
Trainee Data Analyst,Elite Hiring Solution,"Farringdon, Central London",24000.0,29000.0,IT Jobs,"Join a leading IT firm as a Trainee Data Analyst and embark on a promising career path in data analysis. This entry-level role is ideal for recent graduates or individuals transitioning into the IT sector, offering a robust platform to develop analytical skills and contribute to impactful projects. Responsibilities: Support the collection and processing of complex data sets from varied sources to aid in decision-making processes. Work closely with senior analysts to manage and optimise databa…",https://www.adzuna.co.uk/jobs/details/5139292335?utm_medium=api&utm_source=335654ca,26500.0,False
Senior Data Analyst,DRW,"London, UK",62840.98,62840.98,IT Jobs,"DRW is a diversified trading firm with over 3 decades of experience bringing sophisticated technology and exceptional people together to operate in markets around the world. We value autonomy and the ability to quickly pivot to capture opportunities, so we operate using our own capital and trading at our own risk. Headquartered in Chicago with offices throughout the U.S., Canada, Europe, and Asia, we trade a variety of asset classes including Fixed Income, ETFs, Equities, FX, Commodities and En…",https://www.adzuna.co.uk/jobs/details/4991105487?utm_medium=api&utm_source=335654ca,62840.98,False
"Data Analyst, UK",Viber,"London, UK",55689.32,55689.32,IT Jobs,"Rakuten Viber is one of the most popular and downloaded apps in the world. Working with us provides a unique opportunity to influence hundreds of millions of our users and to be part of the journey that makes us a super-app. Our mission is to make people’s lives easier by enabling meaningful connections, from precious moments with family and friends, through managing business relationships to pursuing their passions. Our Data Analyst team provides insights on how millions of users interact with…",https://www.adzuna.co.uk/jobs/details/5107899116?utm_medium=api&utm_source=335654ca,55689.32,False
Senior Data Analyst,Flannery Plant Hire,"Wembley, North West London",44625.23,44625.23,IT Jobs,"Job Title: Senior Data Analyst Location: Wembley Position Type: Full-time About Flannery Plant Hire: Flannery Plant Hire is a leading provider of plant hire and specialist attachments to the construction industry across the UK and Ireland. With a comprehensive fleet of innovative machinery, we pride ourselves on delivering exceptional customer service and meeting our clients' project requirements. Job Description: We are looking for a skilled and experienced Senior Data Analyst to join our team…",https://www.adzuna.co.uk/jobs/details/5103586671?utm_medium=api&utm_source=335654ca,44625.23,False
Lead Data Analyst,HostHelp,"London, UK",43563.64,43563.64,IT Jobs,"Here at HostHelp, we only partner with hosting providers that we genuinely believe in. We only endorse and recommend hosting providers that have some of the best services and offer outstanding customer service to their customers. After a detailed evaluation of 30 leading hosting platforms, we narrowed it down to 3 resourceful options that fit in three different price ranges: economy, medium, and premium. You should check out our YouTube channel. It has all our research, including a list of the …",https://www.adzuna.co.uk/jobs/details/4500003888?utm_medium=api&utm_source=335654ca,43563.64,False
Trainee Data Analyst,Elite Hiring Solution,"London, UK",28000.0,32000.0,IT Jobs,"We are seeking a motivated and analytically minded Trainee Data Analyst to join our dynamic team. This entry-level position is perfect for recent graduates or individuals with a strong interest in data analysis who are looking to kickstart their career in a supportive and progressive environment. Responsibilities: Assist in the collection, analysis, and interpretation of data from various sources. Support senior analysts in managing data sets and creating reports for internal use. Learn and app…",https://www.adzuna.co.uk/jobs/details/5122862183?utm_medium=api&utm_source=335654ca,30000.0,False
Cubist Data Analyst,Point72,"London, UK",41398.05,41398.05,IT Jobs,"ROLE We are passionate about data. We collaborate to build elegant, effective, scalable and highly reliable solutions to empower predictive modelling in finance. Cubist’s data services group is looking for a Data Analyst to join our dedicated team. Our group is responsible for the timely delivery of comprehensive and error-free data to some of the most demanding and successful systematic Portfolio Managers in the world. This exceptional individual will be a member of a small team of Data Scient…",https://www.adzuna.co.uk/jobs/details/5005177933?utm_medium=api&utm_source=335654ca,41398.05,False
Senior Data Analyst,E.ON Next Energy,"London, UK",53131.92,53131.92,"Energy, Oil & Gas Jobs","Are you a data-driven professional with a passion for the energy sector? Do you have a deep understanding of smart metering, market-wide Half Hourly Settlement (MHHS), and the role data plays in shaping energy solutions? If you’re ready to leverage your experience in a fast-paced, impactful environment, we want you to join our growing team as a Senior Data Analyst. As we scale, your expertise in energy-focused data analytics will be crucial in helping us deliver strategic insights and drive bus…",https://www.adzuna.co.uk/jobs/details/5142166527?utm_medium=api&utm_source=335654ca,53131.92,False
HR Data Analyst,Rothesay,"London, UK",40442.81,40442.81,IT Jobs,"Rothesay is the UK’s largest pensions insurance specialist, purpose-built to protect pension schemes and their members’ pensions. With over £70 billion of assets under management, we secure the pensions of more than one million people and pay out, on average, approximately £300 million in pension payments each month. Rothesay is dedicated to providing excellence in customer service alongside prudent underwriting, a conservative investment strategy and the careful management of risk. We are trus…",https://www.adzuna.co.uk/jobs/details/5099189145?utm_medium=api&utm_source=335654ca,40442.81,False
BA with (Data Analyst),N Consulting Ltd,"Holborn, Central London",52000.0,72800.0,IT Jobs,"Role : Business Analyst Domain : Banking Domain experience Location : London Experience : 6-9 Years Job Description Banking experience required. Accountabilities: Investigate and analyse data issues related to quality, lineage, controls, and authoritative source identification. Execute data cleansing and transformation tasks to prepare data for analysis. Design and build data pipelines to automate data movement and processing. Develop and apply advanced analytical techniques, including machine …",https://www.adzuna.co.uk/jobs/details/5035194904?utm_medium=api&utm_source=335654ca,62400.0,False
